User ID,Business ID,Stars
--4q8EyqThydQm-eKZpS-A,HJFKqzhV4n4ZWepneOzFhQ,2.6
--4q8EyqThydQm-eKZpS-A,cyV6Y8eOgpDTtdJQnB6FaA,2.0
--CIuK7sUpaNzalLAlHJKA,1VKjDpPJdVoiRc8I9f7U9g,3.0391752577319586
--CIuK7sUpaNzalLAlHJKA,El4FC8jcawUVgw_0EIcbaQ,2.291365663011087
--CIuK7sUpaNzalLAlHJKA,qEy8B6vZSe1fdy_vmB7qNw,3.074074074074074
--ZNfWKj1VyVElRx6-g1fg,2iTsRqUsPGRH1li1WVRvKQ,4.401195278931519
--ZNfWKj1VyVElRx6-g1fg,8TvNMNiKtXNp58ZZIpSvlQ,4.548165750494455
--ZNfWKj1VyVElRx6-g1fg,N0CoaG3cBrTGm2ecLYSzqA,3.9915327892593657
--ZhEc-CDZZY1gYrbYoFyQ,iw0lfglq24nN9ck_FCM2ug,4.0
--ty7Z9fEt08E3dS3_qoSA,HhVmDybpU7L50Kb5A0jXTg,4.056970881457071
--ty7Z9fEt08E3dS3_qoSA,udrIB4tIAtZQOGAiukQ2Rg,3.859217991510107
-0-DbdhS2CIoq7cfuSzQ2w,w-i7W83j1saHp9KzU5b_rg,1.0
-0AyZxS5C--WySnbW_Q8yQ,Orgm9nmcClxnAUva4nOKyA,2.4687166202143227
-0AyZxS5C--WySnbW_Q8yQ,QFPS9JBNdOOHVP0C3pSslw,3.1611010025412822
-0SqALqeWmInVftG_iHcHg,q18xbq3Cbyp_BJyfMQxFxg,3.629140729215469
-0YAkcxgYRlVk05qSNLz9w,xkVMIk_Vqh17f48ZQ_6b0w,5.0
-0aInSHjCWLfiNqfgmWnow,2dOS56h2QueEIDAdP9-1TQ,4.466535162710765
-0aInSHjCWLfiNqfgmWnow,6oKZoCI_0ePyzfRqSFMBig,4.328735183519823
-0aInSHjCWLfiNqfgmWnow,7o2BZbRWeBIInSCf5b_SvA,4.5156797654624405
-0aInSHjCWLfiNqfgmWnow,BS2nj4dQKvC5oi6ikKvX0A,4.501807483135112
-0aInSHjCWLfiNqfgmWnow,IjeyNYr4kefZ2uZfrtJqZg,4.297168030821487
-0aInSHjCWLfiNqfgmWnow,S37sKRRfkhFZRpxaYzWo_A,4.472279364359249
-0aInSHjCWLfiNqfgmWnow,YPavuOh2XsnRbLfl0DH2lQ,4.4222707577914715
-0b84SUGVN0YkG5j2MCmBw,9TCzxlrOZSIFcBlvHIUgFA,4.232568107152739
-0b84SUGVN0YkG5j2MCmBw,GiN0YC3iDz-pownt0B_RQA,4.41034844780094
-0b84SUGVN0YkG5j2MCmBw,KbPB9h5kvqzNa2ys0NrvrA,4.4105
-0b84SUGVN0YkG5j2MCmBw,_5UAFrD3EDgJO1aZgRxH7w,4.1417251806330615
-0b84SUGVN0YkG5j2MCmBw,rANNcpPvv9EezHF-6kYCMg,4.713544299035977
-0b84SUGVN0YkG5j2MCmBw,wcFscp4-QH0PJeIW1EOQEQ,3.9979006688357552
-0lFv3aQ5XI9VdiDwsL2vA,Z0YOHYA6YtW131xULbnMzQ,3.834158652823305
-0sb1xcZWR0JqSliyHXkeA,v9u0NgjA4iQeKGevFnYSCA,2.0
-1_RJoRLeoDK3h_gNjf7UA,A4zLP5AyKEEHQr_dWEZKig,4.312299620806106
-1xh43lAhmrByuMzcQ2sNw,deL9fV4Jw3XhS0WqGRKgiA,4.312154696132597
-24B_nkBG6Et1_QJecnN2A,iihSyIgl_1Kz7QU5s0R7bQ,3.5
-267Yx8RmdP6io2-qI4UcQ,59YbAeuiz0isJtRNKATTKw,4.1597398043393
-267Yx8RmdP6io2-qI4UcQ,FLMxWQO-ckCQmGZhU9OQgw,4.060587071998223
-267Yx8RmdP6io2-qI4UcQ,HhVmDybpU7L50Kb5A0jXTg,4.122931376601057
-267Yx8RmdP6io2-qI4UcQ,Jur1iiejUFw_YCkfDfy1gQ,4.2217326943916875
-267Yx8RmdP6io2-qI4UcQ,OARQDsxyoGnnX2FfSl9HjA,4.051763545386752
-267Yx8RmdP6io2-qI4UcQ,QsKhwKYB3YeWXqpIPd5QMg,4.606680293101309
-267Yx8RmdP6io2-qI4UcQ,UNI1agsPX2k3eJSJVB91nw,3.9480817702117017
-267Yx8RmdP6io2-qI4UcQ,ZAuAwz1ijuydn5yL3q3rzA,4.211318331924017
-267Yx8RmdP6io2-qI4UcQ,cL1hu4ntD1UV5Gewz_esng,4.556092298022564
-267Yx8RmdP6io2-qI4UcQ,evbEh0qRFWlqliHOy62c0A,4.224194436088729
-267Yx8RmdP6io2-qI4UcQ,fL-b760btOaGa85OJ9ut3w,4.329527923323788
-267Yx8RmdP6io2-qI4UcQ,hYX0z2C6Th5XmcrKOP31fQ,4.479690429696828
-267Yx8RmdP6io2-qI4UcQ,ppHkkuDvvH8g1Enz6F8OJA,4.124329250378784
-267Yx8RmdP6io2-qI4UcQ,w2yx8dfNXi3TcPZSdQOw3A,4.013018244224664
-267Yx8RmdP6io2-qI4UcQ,zoODlH40edpJYLPLkHilNA,4.548259803726417
-2CainXEr63oltxnExHGgg,Q7m8G4579-XYKV3LMW8V7g,3.0
-2OB54nQ6FsGLUM-R1KXnA,1M6tA3TqxcpptHW0_hP9Kw,3.8593933909786715
-2OB54nQ6FsGLUM-R1KXnA,DIdvV0HZUMZWiYg4OXyGJg,3.502211573903428
-2OB54nQ6FsGLUM-R1KXnA,JLbgvGM4FXh9zNP4O5ZWjQ,4.109456173294068
